Wall time,Step,Value
1704804396.5535727,0,1.2546437978744507
1704804416.3377216,1,1.0664584636688232
1704804567.280451,0,0.6779104471206665
1704804587.6503212,1,0.4786854386329651
1704806207.696656,0,0.9017453193664551
1704806228.2002923,1,0.5380100011825562
1704806246.6437056,2,0.2659480571746826
1704806265.259143,3,0.13297007977962494
1704806283.2667315,4,0.07030866295099258
1704806301.632475,5,0.04333648830652237
1704806320.1746657,6,0.03067064844071865
1704806339.2782547,7,0.024089938029646873
1704806359.083354,8,0.020224664360284805
1704806378.6185384,9,0.017761224880814552
1704806398.3710241,10,0.015964152291417122
1704806417.7005155,11,0.014371274039149284
1704806437.3416462,12,0.013970368541777134
1704806456.845618,13,0.012886415235698223
1704806476.5172591,14,0.0122435437515378
1704806495.7651298,15,0.01197241060435772
1704806514.855646,16,0.011761011555790901
1704806534.3895726,17,0.011529181152582169
1704806554.158658,18,0.011821717955172062
1704806573.5528603,19,0.011616933159530163
1704806593.1430697,20,0.01080741360783577
1704806613.665712,21,0.010656782425940037
1704806632.63804,22,0.010683560743927956
1704806652.1538398,23,0.010538920760154724
1704806672.1384335,24,0.010244137607514858
1704806691.0981758,25,0.010435073636472225
1704806710.7051158,26,0.010569184087216854
1704806729.0544553,27,0.01052978727966547
1704806748.4519746,28,0.0104673458263278
1704806768.059798,29,0.01027638092637062
1704806787.5202067,30,0.010321931913495064
1704806806.144273,31,0.010240372270345688
1704806825.7418222,32,0.009717009961605072
1704806844.1727138,33,0.010155955329537392
1704806862.634885,34,0.01009556744247675
1704806881.5742016,35,0.009775320999324322
1704806901.3341293,36,0.009654257446527481
1704806920.6322544,37,0.009731891565024853
1704806940.0521245,38,0.009753932245075703
1704806958.590165,39,0.009759925305843353
1704806978.4136767,40,0.009652012027800083
1704806998.0666304,41,0.009416995570063591
1704807016.3993113,42,0.009401626884937286
1704807035.4542055,43,0.009441141970455647
1704807053.7685661,44,0.009028847329318523
1704807072.3362713,45,0.009221679531037807
1704807091.6614895,46,0.009196491912007332
1704807109.7051811,47,0.009325768798589706
1704807129.36607,48,0.008927355520427227
1704807148.0036929,49,0.008806876838207245
1704807166.4952211,50,0.008848125115036964
1704807185.0377378,51,0.009025037288665771
1704807203.9926202,52,0.009162732400000095
1704807222.3125803,53,0.009139837697148323
1704807240.9622593,54,0.008836419321596622
1704807260.7101114,55,0.008841854520142078
1704807280.2104127,56,0.008955953642725945
1704807298.9283082,57,0.009023351594805717
1704807317.3041997,58,0.009121101349592209
1704807338.2487416,59,0.008548331446945667
1704807357.677321,60,0.008326730690896511
1704807376.2670739,61,0.008495825342833996
1704807394.5480173,62,0.008647117763757706
1704807412.7428308,63,0.008668444119393826
1704807431.274429,64,0.008323977701365948
1704807450.8823032,65,0.008308791555464268
1704807469.1988368,66,0.00888441689312458
1704807487.3927062,67,0.008569358848035336
1704807507.5927553,68,0.008703812025487423
1704807526.1113355,69,0.008070963434875011
1704807546.0355318,70,0.008065377362072468
1704807565.698596,71,0.007786829024553299
1704807584.7808108,72,0.008002733811736107
1704807603.7222147,73,0.008311105892062187
1704807622.829915,74,0.008391895331442356
1704807642.2072742,75,0.008625691756606102
1704807660.7284772,76,0.00863403920084238
1704807678.8726945,77,0.008082045242190361
1704807697.614531,78,0.008357633836567402
1704807717.5991092,79,0.008209126070141792
1704807736.367572,80,0.007925784215331078
1704807756.0043454,81,0.00790083035826683
1704807774.530625,82,0.007948591373860836
1704807793.0038145,83,0.00794275663793087
1704807812.6714308,84,0.007830439135432243
1704807831.8902347,85,0.007627507206052542
1704807850.8436706,86,0.007567533291876316
1704807869.8057966,87,0.00748086255043745
1704807888.4731197,88,0.007442384492605925
1704807908.3519735,89,0.007554300129413605
1704807927.0013916,90,0.007683216128498316
1704808407.5514288,0,0.007827183231711388
1704808429.9525013,1,0.007831729017198086
1704808448.0045507,2,0.007628072518855333
1704808466.1727283,3,0.007478219922631979
1704808484.5484595,4,0.007573963142931461
1704808502.3406453,5,0.0074323187582194805
1704808521.6959727,6,0.007538861595094204
1704808539.7984936,7,0.007894196547567844
1704808557.581906,8,0.0075624133460223675
1704808575.91565,9,0.00745087256655097
1704808594.5789142,10,0.00745073426514864
