Wall time,Step,Value
1704813895.3722084,0,0.06427024304866791
1704813915.2657633,1,0.04442876577377319
1704813933.8141344,2,0.028541866689920425
1704813953.519938,3,0.018302952870726585
1704813973.261775,4,0.013607281260192394
1704813992.5670357,5,0.011896135285496712
1704814011.5723917,6,0.01013331487774849
1704814030.760659,7,0.00878704059869051
1704814050.1423855,8,0.00789686944335699
1704814070.127769,9,0.007125424221158028
1704814089.538717,10,0.006571442354470491
1704814108.8609412,11,0.006396178156137466
1704814130.013611,12,0.00609976751729846
1704814149.6818328,13,0.005259678233414888
1704814168.828578,14,0.0049623893573880196
1704814188.973424,15,0.004836123436689377
1704814208.002798,16,0.004755907226353884
1704814227.2607038,17,0.004460436291992664
1704814246.5129173,18,0.004236764740198851
1704814265.8599665,19,0.004412644077092409
1704814285.8497007,20,0.004442976322025061
1704814303.901591,21,0.004432593006640673
1704814323.3333328,22,0.004342090804129839
1704814342.8676755,23,0.004676018841564655
1704814361.3692563,24,0.004370827227830887
1704814379.9432166,25,0.00453175650909543
1704814398.3449123,26,0.004458396229892969
1704814417.3509698,27,0.0043636769987642765
1704814437.2813833,28,0.004069794900715351
1704814455.6751978,29,0.004311725962907076
1704814474.9392939,30,0.00402902951464057
1704814493.5007083,31,0.004148977342993021
1704814511.9358897,32,0.003972901962697506
1704814530.0493305,33,0.0040822322480380535
1704814549.4833882,34,0.004070144146680832
1704814569.2079692,35,0.00402354309335351
1704814587.9090073,36,0.004038866143673658
1704814606.7960732,37,0.0038162569981068373
1704814625.346769,38,0.004059186205267906
1704814645.409297,39,0.003868803381919861
1704814665.2111802,40,0.0039001069962978363
1704814684.5940511,41,0.0038640224374830723
1704814702.8994348,42,0.0036901580169796944
1704814721.8796744,43,0.003642536699771881
1704814740.8162162,44,0.00371066783554852
1704814760.6423888,45,0.0036214713472872972
1704814779.6782067,46,0.0035959044471383095
1704814798.3304784,47,0.003808187320828438
1704814817.3113964,48,0.0037413036916404963
1704814835.9627898,49,0.0036134643014520407
1704814855.1426337,50,0.0035311253741383553
1704814873.3313978,51,0.0036988004576414824
1704814892.1136897,52,0.003611011430621147
